Time,NH3,NH4,latitude,longitude
2021-04-11 19:00,9.557193543,13.53129052,43.661829,-79.399094
2021-04-11 20:00,9.393072935,13.01581746,43.661829,-79.399094
2021-04-11 21:00,9.428297546,13.33823039,43.661829,-79.399094
2021-04-11 22:00,9.718899861,15.80786377,43.661829,-79.399094
2021-04-11 23:00,7.89698263,12.28851699,43.661829,-79.399094
2021-04-12 0:00,7.305948667,11.4549551,43.661829,-79.399094
2021-04-12 1:00,7.316420406,10.42889791,43.661829,-79.399094
2021-04-12 2:00,6.954994756,9.898912863,43.661829,-79.399094
2021-04-12 3:00,6.442974148,9.105235316,43.661829,-79.399094
2021-04-12 4:00,5.755281482,8.338853443,43.661829,-79.399094
2021-04-12 5:00,5.502612559,7.422967692,43.661829,-79.399094
2021-04-12 6:00,5.255020102,7.011764742,43.661829,-79.399094
2021-04-12 7:00,5.059008898,6.710099551,43.661829,-79.399094
2021-04-12 8:00,5.001848841,7.208098368,43.661829,-79.399094
2021-04-12 9:00,4.996767657,6.429324334,43.661829,-79.399094
2021-04-12 10:00,5.017231796,6.53176363,43.661829,-79.399094
2021-04-12 11:00,4.819223004,6.299665823,43.661829,-79.399094
2021-04-12 12:00,4.950041263,6.605533942,43.661829,-79.399094
2021-04-12 13:00,4.81902013,6.667457342,43.661829,-79.399094
2021-04-12 14:00,4.805076806,6.310263469,43.661829,-79.399094
2021-04-12 15:00,4.82623641,6.501237298,43.661829,-79.399094
2021-04-12 16:00,4.797161015,5.575270775,43.661829,-79.399094
2021-04-12 17:00,4.559093171,6.452931939,43.661829,-79.399094
2021-04-12 18:00,4.579459071,6.75478397,43.661829,-79.399094
2021-04-12 19:00,4.505665256,5.837446125,43.661829,-79.399094
2021-04-12 20:00,4.618943869,6.298391541,43.661829,-79.399094
2021-04-12 21:00,4.45464749,6.970335747,43.661829,-79.399094
2021-04-12 22:00,4.728829741,5.911938269,43.661829,-79.399094
2021-04-12 23:00,4.530152063,6.596493622,43.661829,-79.399094
2021-04-13 0:00,4.814394821,5.969359311,43.661829,-79.399094
2021-04-13 1:00,4.682689782,6.986108302,43.661829,-79.399094
2021-04-13 2:00,4.805516682,6.262071196,43.661829,-79.399094
2021-04-13 3:00,4.810482789,5.928080594,43.661829,-79.399094
2021-04-13 4:00,4.689323696,6.366070314,43.661829,-79.399094
2021-04-13 5:00,4.450188368,6.33297805,43.661829,-79.399094
2021-04-13 6:00,4.599216671,5.96593097,43.661829,-79.399094
2021-04-13 7:00,4.69561197,6.63375522,43.661829,-79.399094
2021-04-13 8:00,4.757280954,6.889579531,43.661829,-79.399094
2021-04-13 9:00,4.574174025,6.85940057,43.661829,-79.399094
2021-04-13 10:00,4.450468983,6.035384071,43.661829,-79.399094
2021-04-13 11:00,4.425130363,4.837447761,43.661829,-79.399094
2021-04-13 12:00,4.647058407,5.95836871,43.661829,-79.399094
2021-04-13 13:00,4.876485519,6.310475616,43.661829,-79.399094
2021-04-13 14:00,4.791656059,5.852431757,43.661829,-79.399094
2021-04-13 15:00,4.831510383,6.074206768,43.661829,-79.399094
2021-04-13 16:00,4.83800043,6.289943292,43.661829,-79.399094
2021-04-13 17:00,4.873864929,6.648783954,43.661829,-79.399094
2021-04-13 18:00,4.752944189,6.716272868,43.661829,-79.399094
2021-04-13 19:00,4.732134714,6.426942454,43.661829,-79.399094
2021-04-13 20:00,4.444368978,6.527925741,43.661829,-79.399094
2021-04-13 21:00,4.430013896,5.50853864,43.661829,-79.399094
